Student_ID,CGPA,Technical_Skills_Count,Soft_Skills_Count,Projects_Count,Certifications_Count,Internship_Experience,Workshops_Attended,Hackathons_Participated,Eligible
4052,8.45,0,3,5,3,1,1,2,0
4053,9.12,0,3,5,4,1,3,4,0
4054,7.78,5,4,0,2,1,1,1,0
4055,8.9,7,2,5,0,1,5,3,1
4056,5.08,7,0,4,4,0,5,1,0
4057,9.09,1,0,4,3,0,3,4,0
4058,5.2,1,0,5,4,0,5,4,0
4059,9.45,7,0,1,4,0,4,2,0
4060,9.96,2,2,5,0,1,0,3,0
4061,6.47,3,4,5,1,1,4,2,0
4062,6.05,2,4,3,4,0,0,2,0
4063,8.83,4,3,3,0,1,3,2,1
4064,6.27,0,4,2,0,0,2,0,0
4065,9.33,2,0,0,2,0,0,2,0
4066,5.51,2,2,4,2,1,1,3,0
4067,5.63,7,1,2,1,1,5,1,0
4068,9.9,5,1,5,3,1,3,4,1
4069,8.37,6,0,4,4,1,1,2,1
4070,9.23,0,5,4,4,0,0,4,0
4071,6.62,7,3,0,0,0,5,2,0
4072,8.38,0,1,0,0,1,5,0,0
4073,7.97,7,5,2,0,0,3,0,1
4074,8.02,1,0,3,2,1,1,2,0
4075,8.41,1,2,4,0,0,3,4,0
4076,7.88,0,1,1,1,0,3,2,0
4077,7.15,6,0,2,0,1,0,1,1
4078,6.38,2,1,4,3,1,0,2,0
4079,8.84,4,2,0,0,0,4,4,0
4080,6.13,2,4,5,4,1,2,2,0
4081,8.46,6,4,0,4,1,0,4,0
4082,6.17,4,2,0,0,0,2,2,0
4083,8.13,0,2,0,4,0,2,2,0
4084,8.74,5,4,5,0,0,3,0,1
4085,6.09,4,2,3,0,0,0,3,0
4086,5.3,1,2,3,2,0,2,2,0
4087,5.65,5,2,4,2,0,4,4,0
4088,8.03,7,4,4,4,0,1,3,1
4089,9.25,6,4,2,4,0,2,3,1
4090,5.22,0,5,0,1,1,1,1,0
4091,8.67,6,1,0,1,0,4,1,0
4092,6.71,3,4,5,0,0,1,2,0
4093,7.39,4,1,1,1,0,5,4,0
4094,9.64,4,4,1,3,0,4,2,0
4095,6.66,7,3,0,2,1,0,4,0
4096,7.33,6,1,1,4,0,5,3,0
4097,5.07,5,2,1,1,0,0,0,0
4098,5.41,3,3,0,3,0,2,2,0
4099,6.29,3,5,3,1,1,3,3,0
4100,5.14,0,4,3,4,1,0,2,0
4101,8.16,5,4,4,1,0,0,4,1
4102,7.13,7,5,3,2,0,0,2,1
4103,7.74,2,3,0,1,0,0,0,0
4104,5.87,3,0,1,3,0,5,2,0
4105,6.48,6,2,0,1,0,4,3,0
4106,8.32,4,1,2,4,1,5,3,1
4107,9.83,3,3,1,1,1,2,3,0
4108,5.25,6,1,0,3,1,5,0,0
4109,9.45,0,4,4,1,1,4,0,0
4110,7.88,0,0,4,0,0,0,0,0
4111,7.82,4,5,1,4,0,4,1,0
4112,7.5,7,0,3,0,0,3,3,1
4113,5.35,4,1,4,0,0,3,3,0
4114,5.45,4,5,5,4,1,0,0,0
4115,8.0,2,4,2,4,0,2,1,0
4116,6.7,4,5,5,3,1,5,1,0
4117,9.59,7,5,5,3,1,1,0,1
4118,7.03,5,0,5,3,1,2,1,1
4119,5.72,0,2,1,0,0,3,0,0
4120,8.57,7,4,2,1,0,3,3,1
4121,6.47,0,3,1,2,0,2,2,0
4122,7.63,3,3,3,1,0,0,3,1
4123,8.49,4,3,0,2,1,4,3,0
4124,9.5,2,2,5,2,0,3,4,0
4125,8.96,5,4,1,2,0,3,3,0
4126,8.38,1,5,0,2,1,1,4,0
4127,8.4,3,1,1,4,1,4,1,0
4128,9.73,7,1,3,3,1,2,0,1
4129,6.48,5,4,2,4,0,3,1,0
4130,5.01,6,2,0,0,1,5,1,0
4131,6.36,2,4,2,4,1,4,2,0
4132,6.09,4,1,1,3,1,2,0,0
4133,8.31,2,4,5,1,1,4,2,0
4134,8.17,1,3,1,3,0,1,2,0
4135,7.97,5,5,3,1,0,3,2,1
4136,5.08,2,4,1,0,0,3,3,0
4137,8.64,6,5,3,2,0,1,1,1
4138,6.62,1,0,1,4,1,1,0,0
4139,8.33,1,4,5,2,0,0,3,0
4140,7.78,5,1,2,0,1,2,2,1
4141,6.71,1,1,1,0,0,3,2,0
4142,5.67,5,5,0,1,0,4,2,0
4143,5.47,2,1,4,1,1,1,2,0
4144,9.16,6,3,0,0,1,0,4,0
4145,9.59,4,1,0,3,1,1,4,0
4146,8.25,0,0,3,2,1,1,2,0
4147,5.52,7,4,1,4,1,5,4,0
4148,7.01,0,2,2,0,1,5,0,0
4149,8.64,2,1,1,4,1,3,2,0
4150,8.9,4,4,4,0,1,2,4,1
4151,5.59,0,3,1,1,0,5,4,0
4152,5.0,6,4,4,1,0,3,1,0
4153,8.56,1,1,4,0,1,4,1,0
4154,6.78,2,1,0,4,0,1,0,0
4155,6.27,2,5,4,2,0,5,2,0
4156,5.06,3,1,4,0,1,4,1,0
4157,7.7,3,0,5,0,0,4,2,1
4158,9.26,3,4,2,3,1,1,1,1
4159,9.79,5,5,5,0,0,5,2,1
4160,7.83,4,2,3,1,0,5,4,1
4161,7.57,7,0,1,3,1,2,4,0
4162,5.43,2,2,2,3,1,4,0,0
4163,7.74,3,1,3,1,0,4,3,1
4164,6.9,2,2,0,1,1,4,4,0
4165,8.04,1,2,2,1,0,5,1,0
4166,6.94,3,0,2,4,1,1,2,0
4167,6.2,2,0,0,3,0,2,2,0
4168,5.47,4,4,4,2,1,1,0,0
4169,6.57,5,2,0,2,0,1,4,0
4170,5.48,6,0,1,4,1,2,3,0
4171,5.88,4,4,0,2,1,4,3,0
4172,9.94,4,2,2,3,0,0,3,1
4173,7.22,6,2,0,1,1,2,3,0
4174,7.66,3,5,1,3,0,2,4,0
4175,9.37,4,1,4,4,1,3,4,1
4176,9.98,5,0,4,4,1,5,3,1
4177,7.91,0,3,3,0,0,5,2,0
4178,9.06,7,5,5,4,0,0,2,1
4179,6.63,5,0,3,4,1,0,2,0
4180,6.53,1,5,1,3,1,0,1,0
4181,7.01,5,1,3,3,0,1,4,1
4182,8.36,2,5,4,4,1,5,2,0
4183,8.41,0,5,5,3,0,3,4,0
4184,6.58,3,4,4,3,0,4,3,0
4185,5.67,2,0,3,4,0,5,4,0
4186,8.16,6,2,0,1,1,0,3,0
4187,5.64,5,3,4,4,1,4,0,0
4188,7.89,2,4,3,2,0,0,4,0
4189,8.47,4,0,3,3,1,4,1,1
4190,8.5,2,4,1,0,0,1,4,0
4191,8.77,2,2,1,4,1,0,4,0
4192,9.36,5,5,4,1,1,0,2,1
4193,7.5,1,3,2,1,1,3,0,0
4194,8.65,6,2,3,3,0,4,2,1
4195,8.1,5,3,0,4,1,0,3,0
4196,5.93,3,4,2,4,0,5,0,0
4197,5.13,7,5,3,2,1,0,0,0
4198,6.42,7,5,2,4,0,1,0,0
4199,7.22,6,0,3,2,1,4,4,1
4200,8.09,0,3,3,1,1,5,2,0
4201,9.25,4,2,2,4,1,0,3,1
4202,5.98,1,3,1,3,0,2,4,0
4203,5.63,0,4,3,2,0,1,1,0
4204,9.82,0,5,4,2,0,4,1,0
4205,5.54,6,4,2,3,0,3,1,0
4206,7.39,1,4,5,0,0,2,2,0
4207,7.93,4,0,1,3,0,1,4,0
4208,7.71,3,4,0,2,1,0,0,0
4209,5.43,1,0,3,3,0,1,4,0
4210,5.29,1,1,5,2,1,5,4,0
4211,5.53,1,3,3,0,0,2,0,0
4212,7.93,7,5,5,4,0,1,1,1
4213,7.72,4,5,4,1,0,2,0,1
4214,6.17,7,2,1,0,1,2,1,0
4215,8.19,1,5,3,4,1,2,4,0
4216,9.1,1,0,5,3,1,4,1,0
4217,5.21,2,5,1,2,0,1,0,0
4218,7.49,2,0,3,0,0,5,3,0
4219,8.45,2,5,5,3,0,4,1,0
4220,6.26,2,2,0,4,0,3,2,0
4221,6.54,1,3,5,1,0,3,4,0
4222,8.07,7,4,4,0,0,1,0,1
4223,9.49,6,3,0,1,0,1,0,0
4224,9.05,7,0,0,3,0,0,3,0
4225,7.92,2,4,5,4,1,5,1,0
4226,8.65,0,1,2,0,1,0,4,0
4227,6.82,6,2,0,4,0,5,4,0
4228,8.2,3,3,4,2,1,4,1,1
4229,7.33,2,4,4,4,0,0,4,0
4230,5.95,4,2,5,4,0,3,2,0
4231,8.51,3,3,3,4,1,5,1,1
4232,7.78,7,0,5,0,1,0,2,1
4233,6.79,7,0,0,0,0,5,2,0
4234,9.56,5,0,1,0,0,3,0,0
4235,5.1,7,1,2,1,1,5,4,0
4236,6.58,5,5,5,3,1,4,4,0
4237,5.28,0,0,2,3,0,2,3,0
4238,8.83,3,0,2,4,0,3,4,1
4239,8.51,3,5,4,1,0,4,1,1
4240,6.66,7,0,4,3,0,1,2,0
4241,8.38,0,4,3,0,1,3,1,0
4242,6.98,5,2,0,2,0,3,4,0
4243,8.78,2,1,4,2,0,1,1,0
4244,7.27,0,3,2,3,0,5,4,0
4245,7.06,4,5,4,1,0,2,3,1
4246,9.67,0,5,5,3,0,0,3,0
4247,6.25,1,5,0,0,0,3,4,0
4248,5.6,5,1,4,1,1,0,1,0
4249,7.92,1,2,5,2,0,5,2,0
4250,9.85,5,0,0,4,0,0,4,0
4251,6.89,5,5,3,0,0,3,3,0
4252,5.31,3,0,4,1,1,3,0,0
4253,6.7,2,3,0,4,1,3,4,0
4254,7.53,2,5,5,0,1,5,0,0
4255,5.81,5,1,5,2,1,4,0,0
4256,8.29,5,1,0,1,1,1,2,0
4257,9.99,7,3,5,3,1,0,3,1
4258,7.26,1,1,1,1,0,3,4,0
4259,6.77,7,1,3,1,1,5,0,0
4260,7.0,7,1,4,0,1,2,3,1
4261,5.58,4,5,1,3,1,4,3,0
4262,9.42,0,3,4,2,1,3,3,0
4263,7.07,5,5,2,4,0,1,3,1
4264,6.94,7,3,2,2,1,4,3,0
4265,8.3,5,2,0,3,1,0,3,0
4266,7.21,0,1,1,4,1,0,1,0
4267,8.24,0,2,0,1,1,0,1,0
4268,5.31,4,4,0,4,0,3,3,0
4269,9.07,4,4,0,1,0,4,1,0
4270,9.7,0,1,2,3,1,1,4,0
4271,8.24,5,0,5,2,0,1,2,1
4272,9.77,5,4,0,0,1,1,1,0
4273,5.76,0,0,5,4,0,4,1,0
4274,7.39,5,2,5,0,0,5,0,1
4275,8.01,4,1,0,0,0,4,2,0
4276,7.91,0,2,0,4,1,5,3,0
4277,7.01,4,5,0,0,0,2,3,0
4278,6.69,5,2,1,0,0,0,3,0
4279,5.63,5,3,4,0,1,5,4,0
4280,6.96,3,1,1,2,1,5,0,0
4281,5.81,1,3,3,1,1,1,2,0
4282,8.67,1,2,5,2,1,1,1,0
4283,6.04,6,0,1,2,0,5,0,0
4284,5.29,4,1,5,1,1,4,1,0
4285,7.76,0,1,5,1,1,1,4,0
4286,7.98,1,4,5,0,0,2,0,0
4287,9.36,5,0,3,2,1,1,0,1
4288,7.88,7,5,2,4,0,4,1,1
4289,6.73,2,0,4,4,1,1,0,0
4290,9.02,0,2,0,0,0,1,2,0
4291,7.7,4,2,3,2,1,0,1,1
4292,5.4,5,2,2,0,1,2,3,0
4293,7.83,5,4,4,2,1,3,4,1
4294,9.54,2,0,3,0,1,5,1,0
4295,6.98,4,3,2,1,1,1,3,0
4296,6.48,6,0,0,4,0,5,1,0
4297,5.72,0,3,2,0,0,3,4,0
4298,5.76,5,1,2,2,1,5,3,0
4299,7.16,6,3,0,4,0,2,1,0
4300,7.98,3,1,5,0,1,3,1,1
4301,5.4,5,5,5,3,0,0,2,0
4302,9.7,3,5,3,4,0,2,4,1
4303,8.78,7,2,2,3,0,1,2,1
4304,7.93,3,0,0,2,0,4,2,0
4305,9.14,0,2,3,1,0,5,3,0
4306,5.4,7,0,0,1,0,4,4,0
4307,7.38,0,3,1,2,0,3,4,0
4308,8.15,2,0,3,3,1,3,2,0
4309,9.14,5,3,1,1,0,2,0,0
4310,8.92,0,0,5,1,0,5,3,0
4311,6.39,0,1,2,3,0,0,2,0
4312,9.7,2,3,2,0,0,3,4,0
4313,5.62,2,2,2,1,0,1,2,0
4314,9.38,5,2,3,1,1,4,1,1
4315,9.85,6,2,4,0,1,1,4,1
4316,5.89,4,2,3,3,1,1,2,0
4317,8.61,1,1,3,3,1,1,3,0
4318,5.2,5,1,4,0,0,5,2,0
4319,7.03,1,4,3,1,1,4,0,0
4320,7.58,7,4,5,0,0,1,2,1
4321,7.9,7,4,1,2,1,2,3,0
4322,9.68,4,5,4,0,1,1,4,1
4323,8.36,3,4,4,4,1,2,0,1
4324,7.41,6,0,1,3,0,2,2,0
4325,9.05,5,5,4,1,0,3,2,1
4326,9.75,0,3,4,1,1,5,0,0
4327,5.11,2,2,1,2,1,3,0,0
4328,9.91,5,0,0,1,0,1,4,0
4329,5.43,2,5,0,2,1,3,0,0
4330,9.07,3,1,5,2,0,3,1,1
4331,6.4,2,2,0,3,1,3,4,0
4332,5.66,3,3,1,2,1,2,4,0
4333,7.2,6,3,2,3,1,5,2,1
4334,8.22,4,1,3,2,1,2,3,1
4335,6.9,3,2,4,0,0,5,1,0
4336,5.27,7,4,1,3,1,3,3,0
4337,8.0,1,2,3,4,1,5,4,0
4338,9.51,7,2,1,0,0,0,1,0
4339,6.92,5,3,4,2,1,3,2,0
4340,6.08,7,1,2,4,0,2,3,0
4341,7.21,7,2,1,3,1,0,2,0
4342,5.24,7,0,3,4,0,1,1,0
4343,9.1,3,0,5,4,1,0,0,1
4344,9.13,5,1,3,2,0,0,1,1
4345,7.94,4,4,4,0,0,1,1,1
4346,6.77,6,5,5,4,0,0,2,0
4347,9.0,7,2,0,0,0,2,2,0
4348,7.77,3,5,4,4,0,2,3,1
4349,9.13,4,2,5,3,1,1,0,1
4350,8.16,1,3,5,2,1,5,1,0
4351,8.92,6,2,4,4,1,1,0,1
4352,7.99,0,5,0,2,0,4,0,0
4353,7.07,4,4,2,0,0,0,4,1
4354,9.79,0,2,1,4,1,5,0,0
4355,7.71,4,2,3,3,1,1,0,1
4356,8.03,7,3,1,1,0,3,2,0
4357,6.1,6,0,1,0,0,4,0,0
4358,8.13,3,0,3,2,0,5,4,1
4359,7.86,0,4,0,0,0,0,1,0
4360,5.92,6,1,3,3,0,2,0,0
4361,5.3,4,1,0,2,0,4,3,0
4362,8.02,5,3,0,2,0,3,3,0
4363,8.82,4,5,4,2,1,2,0,1
4364,7.62,0,5,2,1,1,2,1,0
4365,6.13,5,2,5,1,1,4,3,0
4366,8.33,7,3,4,2,1,4,3,1
4367,5.4,6,5,2,1,0,0,2,0
4368,7.21,4,0,0,2,0,2,3,0
4369,5.82,0,4,5,3,0,4,3,0
4370,5.92,1,1,5,2,1,1,0,0
4371,6.01,2,2,4,1,1,1,0,0
4372,6.93,1,1,1,3,0,4,1,0
4373,5.26,0,0,3,3,1,4,1,0
4374,6.99,3,2,3,1,0,0,3,0
4375,7.56,3,0,3,2,0,5,1,1
4376,7.42,2,1,2,1,1,4,1,0
4377,6.91,0,1,3,0,1,1,4,0
4378,9.2,5,0,2,1,0,4,2,1
4379,5.73,4,2,2,3,1,4,2,0
4380,7.53,1,0,5,2,0,2,4,0
4381,5.31,5,2,2,4,0,2,4,0
4382,5.36,6,3,1,2,1,4,1,0
4383,7.87,1,3,5,3,1,5,3,0
4384,7.83,2,2,0,2,0,1,4,0
4385,9.39,7,0,1,3,1,3,1,0
4386,7.79,2,2,0,4,1,3,0,0
4387,9.8,6,1,1,1,1,4,2,0
4388,5.24,2,0,2,0,0,4,4,0
4389,5.49,7,5,0,2,0,2,4,0
4390,5.22,6,2,5,4,0,2,4,0
4391,5.93,5,1,3,2,1,3,2,0
4392,7.71,5,4,1,0,0,2,4,0
4393,8.23,2,1,0,0,1,5,1,0
4394,5.23,5,5,3,0,1,5,2,0
4395,9.73,2,2,4,4,0,0,2,0
4396,9.21,7,0,2,0,0,4,3,1
4397,6.48,5,0,1,0,1,2,4,0
4398,5.39,2,3,1,0,1,1,1,0
4399,5.85,4,5,5,0,0,5,4,0
4400,5.63,7,2,5,4,0,3,1,0
4401,5.62,4,1,4,2,0,5,0,0
4402,7.59,6,1,0,4,1,5,4,0
4403,6.23,1,5,1,4,0,2,2,0
4404,6.79,6,2,1,0,1,2,3,0
4405,9.95,1,1,1,1,1,1,4,0
4406,8.42,6,4,1,2,0,2,2,0
4407,9.74,2,5,4,2,0,1,2,0
4408,5.71,1,3,2,1,0,0,3,0
4409,6.91,5,0,1,2,1,0,0,0
4410,7.77,2,1,4,0,1,0,0,0
4411,5.38,4,4,3,0,1,2,2,0
4412,5.02,3,2,1,0,0,0,0,0
4413,8.35,4,1,0,0,1,3,4,0
4414,8.21,0,5,4,3,1,2,1,0
4415,7.05,4,2,0,0,1,4,0,0
4416,7.45,0,4,2,3,1,4,1,0
4417,7.08,1,4,3,2,0,0,1,0
4418,5.12,4,0,0,2,1,3,2,0
4419,6.68,3,2,1,3,0,0,0,0
4420,5.89,5,3,4,2,0,1,1,0
4421,5.49,4,0,3,4,0,2,0,0
4422,9.78,5,2,4,1,0,5,2,1
4423,8.0,4,2,5,4,1,4,4,1
4424,8.64,4,4,3,3,0,3,2,1
4425,6.58,7,5,5,1,1,5,1,0
4426,6.97,5,4,0,3,1,3,2,0
4427,6.18,5,2,2,0,1,2,0,0
4428,5.48,2,5,5,1,0,0,4,0
4429,5.9,4,5,4,3,1,0,4,0
4430,8.99,4,4,1,0,0,0,4,0
4431,8.39,7,2,4,2,1,4,4,1
4432,7.73,3,2,5,3,0,1,4,1
4433,7.38,5,5,2,1,1,3,3,1
4434,9.61,7,0,5,2,0,1,2,1
4435,5.36,5,0,0,3,1,2,0,0
4436,6.4,0,3,1,3,0,1,4,0
4437,6.75,0,0,1,2,1,3,1,0
4438,8.91,5,1,0,0,1,0,3,0
4439,9.96,3,1,4,1,1,0,4,1
4440,6.2,7,4,1,0,0,4,2,0
4441,9.37,1,5,4,1,0,4,1,0
4442,9.15,4,1,4,2,1,5,4,1
4443,6.12,1,0,0,0,1,5,1,0
4444,7.0,3,5,2,4,1,4,2,1
4445,7.05,1,3,2,4,1,3,3,0
4446,9.89,0,2,4,3,1,4,4,0
4447,5.9,2,3,0,0,0,4,4,0
4448,9.0,1,0,2,3,1,1,0,0
4449,6.67,2,0,5,0,1,1,2,0
4450,8.65,1,0,4,1,0,1,0,0
4451,7.1,7,4,1,1,0,4,3,0
4452,7.89,3,1,1,2,1,4,0,0
4453,9.16,2,0,5,4,1,2,0,0
4454,9.02,1,2,3,4,0,4,4,0
4455,9.33,3,1,3,2,0,5,1,1
4456,5.3,6,1,3,2,0,4,0,0
4457,8.46,6,4,2,2,0,4,4,1
4458,5.7,5,3,5,2,1,5,1,0
4459,7.08,7,5,1,0,0,5,0,0
4460,7.74,6,1,1,2,1,1,0,0
4461,7.01,0,1,2,3,0,5,0,0
4462,7.6,4,0,1,2,0,4,2,0
4463,9.98,3,2,1,0,1,1,0,0
4464,5.68,3,0,4,4,1,1,0,0
4465,8.38,0,2,1,4,1,3,2,0
4466,6.98,2,1,4,4,0,4,2,0
4467,5.67,1,2,3,0,0,1,3,0
4468,5.79,2,0,0,2,1,1,4,0
4469,9.75,7,0,4,1,0,1,1,1
4470,9.4,3,3,5,4,0,4,1,1
4471,9.54,5,4,1,4,0,2,4,0
4472,9.96,6,3,3,1,1,4,0,1
4473,6.04,1,1,0,2,1,5,1,0
4474,6.78,6,2,0,4,1,4,1,0
4475,8.35,6,0,3,2,0,2,2,1
4476,7.42,4,0,3,3,0,4,3,1
4477,7.09,6,0,0,1,1,3,3,0
4478,6.79,7,5,0,0,0,3,3,0
4479,7.97,7,0,1,2,1,5,2,0
4480,7.88,7,5,5,1,1,4,0,1
4481,5.81,4,1,4,1,1,3,2,0
4482,7.36,1,4,4,1,0,5,1,0
4483,7.77,7,3,0,0,1,1,1,0
4484,7.85,3,5,0,4,0,0,4,0
4485,6.05,5,3,5,3,1,5,3,0
4486,8.71,0,5,5,4,0,4,1,0
4487,5.13,6,0,2,2,1,5,2,0
4488,6.77,5,0,0,1,0,2,2,0
4489,8.9,6,2,4,4,0,1,4,1
4490,7.82,6,0,1,0,1,2,4,0
4491,6.31,2,3,2,0,0,2,4,0
4492,8.47,5,2,4,3,0,0,4,1
4493,7.84,5,2,1,4,0,3,4,0
4494,8.98,2,0,5,0,0,5,4,0
4495,8.68,0,2,5,0,0,2,4,0
4496,8.05,0,4,2,3,0,5,4,0
4497,7.44,4,0,2,2,0,4,4,1
4498,5.67,7,4,2,4,0,5,4,0
4499,6.31,6,0,2,2,0,4,3,0
4500,7.1,7,5,2,1,1,1,1,1
4501,8.0,0,4,2,2,1,5,4,0
4502,7.57,1,0,3,0,1,1,2,0
4503,6.44,4,3,5,0,0,2,2,0
4504,5.03,7,5,1,2,0,0,1,0
4505,7.48,3,5,4,2,1,5,2,1
4506,6.43,4,5,0,1,1,3,4,0
4507,8.67,6,0,4,1,1,0,4,1
4508,5.12,5,3,3,4,0,0,4,0
4509,7.92,5,1,3,0,1,1,1,1
4510,9.71,4,5,2,4,1,3,1,1
4511,5.87,2,1,3,4,0,2,3,0
4512,7.36,6,0,4,2,0,0,4,1
4513,5.46,0,5,3,0,1,2,0,0
4514,8.13,5,3,4,4,0,1,2,1
4515,7.75,5,3,2,2,0,2,3,1
4516,7.04,1,5,2,3,1,4,4,0
4517,7.61,6,2,3,1,1,3,2,1
4518,9.48,0,2,5,2,0,0,0,0
4519,5.98,6,5,0,2,0,1,0,0
4520,5.11,5,4,2,4,1,2,4,0
4521,9.31,2,2,1,2,0,1,4,0
4522,7.89,5,0,1,2,1,4,4,0
4523,9.45,0,2,2,4,1,1,2,0
4524,7.98,1,2,5,2,1,3,2,0
4525,9.05,7,0,5,1,1,5,3,1
4526,7.15,7,0,3,0,0,3,1,1
4527,8.75,0,4,2,4,0,3,0,0
4528,9.57,6,3,3,3,1,4,4,1
4529,7.86,6,2,4,3,0,3,1,1
4530,5.9,2,5,0,0,0,4,0,0
4531,6.34,1,5,0,1,0,0,1,0
4532,5.99,7,1,4,2,0,4,1,0
4533,6.23,0,3,4,3,1,2,1,0
4534,6.53,2,0,4,2,1,3,2,0
4535,7.78,2,5,0,1,1,1,3,0
4536,7.94,4,2,2,4,0,4,2,1
4537,7.13,5,4,1,0,1,0,1,0
4538,8.08,6,1,5,1,1,2,2,1
4539,5.41,1,3,5,3,0,0,4,0
4540,5.44,1,2,3,3,0,0,4,0
4541,5.86,5,0,1,0,0,2,4,0
4542,7.59,6,3,3,4,0,3,4,1
4543,6.07,6,1,0,1,0,1,1,0
4544,6.42,0,0,2,3,1,2,0,0
4545,7.0,4,1,1,3,1,3,3,0
4546,9.06,1,2,4,4,1,3,0,0
4547,5.07,2,3,4,3,0,4,3,0
4548,8.25,1,4,4,3,1,5,0,0
4549,8.34,4,2,5,2,0,3,4,1
4550,8.99,5,5,1,0,0,2,4,0
4551,9.66,3,2,2,2,1,5,2,1
4552,5.1,5,4,2,3,0,3,2,0
4553,5.77,2,4,4,4,0,5,1,0
4554,9.43,1,5,1,0,1,4,3,0
4555,7.29,5,5,4,1,0,4,3,1
4556,7.82,2,0,3,1,1,1,1,0
4557,8.32,7,1,3,4,0,5,4,1
4558,8.4,6,2,1,1,0,5,2,0
4559,9.66,0,0,3,2,1,2,1,0
4560,9.98,7,5,0,3,1,5,4,0
4561,8.6,7,0,0,1,0,2,0,0
4562,6.44,2,2,0,2,0,1,1,0
4563,9.4,1,1,3,0,0,2,1,0
4564,5.25,0,4,2,4,0,0,4,0
4565,6.16,0,2,0,0,0,4,0,0
4566,9.49,7,1,4,0,0,5,2,1
4567,6.28,0,4,2,2,0,5,1,0
4568,6.1,3,3,1,1,1,0,1,0
4569,5.69,3,2,3,2,0,3,1,0
4570,9.3,0,5,4,1,1,1,2,0
4571,7.5,7,2,1,3,0,5,2,0
4572,8.37,5,5,3,4,0,0,0,1
4573,6.2,7,1,5,3,1,3,0,0
4574,8.79,5,0,3,1,0,2,3,1
4575,8.8,5,0,4,1,0,2,3,1
4576,6.56,1,1,5,0,1,3,2,0
4577,7.05,0,2,3,1,0,3,1,0
4578,6.05,5,2,3,0,1,3,2,0
4579,9.88,0,5,3,0,0,3,3,0
4580,8.23,2,2,2,4,1,3,3,0
4581,9.67,5,3,0,1,1,5,4,0
4582,6.52,7,5,5,3,0,1,3,0
4583,8.91,2,0,4,2,0,3,0,0
4584,8.83,2,3,2,0,0,2,4,0
4585,8.46,5,2,4,2,1,2,4,1
4586,9.83,4,0,2,0,0,1,1,1
4587,6.97,2,5,3,3,1,3,3,0
4588,5.65,5,2,5,0,1,4,3,0
4589,8.36,6,5,3,4,1,2,4,1
4590,8.65,2,2,5,0,0,3,2,0
4591,7.88,1,1,5,1,0,4,0,0
4592,6.03,3,0,5,4,0,4,3,0
4593,7.52,3,2,2,0,0,0,2,1
4594,6.56,3,4,3,0,0,4,3,0
4595,7.14,6,4,5,2,0,4,2,1
4596,8.23,4,5,0,0,1,2,0,0
4597,8.73,0,2,4,4,0,4,0,0
4598,6.16,2,1,5,0,1,4,0,0
4599,7.03,6,5,3,2,0,2,0,1
4600,6.35,1,2,5,3,1,0,1,0
4601,5.99,4,4,5,2,1,0,4,0
4602,8.92,6,0,1,2,1,5,3,0
4603,9.55,3,1,2,0,0,3,3,1
4604,6.85,4,2,5,3,0,3,2,0
4605,8.76,6,4,2,4,0,4,1,1
4606,9.48,1,0,5,4,0,4,3,0
4607,9.23,5,4,3,1,0,3,0,1
4608,5.91,4,5,2,2,0,3,3,0
4609,9.78,3,1,1,2,1,4,2,0
4610,6.88,0,5,2,1,1,5,3,0
4611,6.7,6,3,1,0,0,5,2,0
4612,5.31,3,2,2,4,1,2,0,0
4613,7.43,6,5,2,4,1,2,2,1
4614,5.55,3,0,1,1,0,2,3,0
4615,6.24,3,1,4,1,1,3,3,0
4616,6.58,6,1,5,1,1,0,2,0
4617,9.04,4,3,0,3,0,3,1,0
4618,9.38,1,3,5,2,1,2,2,0
4619,6.51,3,2,1,4,1,1,3,0
4620,9.29,7,5,0,0,0,5,0,0
4621,9.29,5,2,5,3,1,2,2,1
4622,8.82,4,5,5,2,1,1,0,1
4623,5.73,1,5,2,3,1,2,3,0
4624,8.45,0,1,4,2,1,2,3,0
4625,9.73,7,5,1,1,0,1,4,0
4626,8.41,3,2,4,0,0,2,3,1
4627,6.66,2,2,1,1,1,1,2,0
4628,7.5,4,3,5,4,1,1,2,1
4629,8.23,5,1,3,4,1,3,4,1
4630,7.55,0,4,1,4,0,0,2,0
4631,5.6,0,4,0,4,1,3,1,0
4632,6.56,0,0,3,3,1,0,3,0
4633,9.01,4,3,2,0,0,0,3,1
4634,9.31,1,0,5,0,1,5,4,0
4635,5.69,2,1,1,4,1,2,3,0
4636,9.76,7,4,5,2,0,1,1,1
4637,6.64,5,4,0,1,1,0,3,0
4638,8.31,1,4,2,4,1,5,2,0
4639,8.76,3,0,0,2,0,0,3,0
4640,9.06,2,2,2,0,0,0,1,0
4641,9.73,1,0,5,1,0,1,2,0
4642,6.56,3,4,1,0,0,4,2,0
4643,9.29,6,3,4,0,0,0,1,1
4644,5.66,2,3,2,3,1,1,4,0
4645,8.53,4,5,5,1,1,1,4,1
4646,8.71,5,0,4,3,0,5,3,1
4647,8.39,6,5,2,4,0,4,0,1
4648,6.26,5,5,4,1,0,5,2,0
4649,9.37,3,0,1,2,0,3,1,0
4650,5.84,1,5,0,0,0,0,1,0
4651,5.27,2,1,1,0,0,4,2,0
4652,8.59,3,0,2,3,1,4,1,1
4653,7.38,3,5,3,3,1,3,4,1
4654,9.25,4,5,0,3,0,0,4,0
4655,6.92,3,0,4,1,0,5,2,0
4656,5.84,2,4,0,0,0,4,4,0
